Price (Target),Brand,CPU_Tier,CPU_Gen,RAM_GB,Storage_GB,Storage_Type,Has_Dedicated_GPU,Condition,Location,Is_Member
74000.0,Other,Unknown,Unknown,,,Unknown/eMMC,0,Used,Badulla,0
300000.0,Apple,Unknown,Unknown,256.0,256.0,Unknown/eMMC,0,Used,Colombo,1
629000.0,Apple,Apple M4,Unknown,24.0,512.0,Unknown/eMMC,0,Used,Colombo,1
140000.0,Acer,Unknown,Unknown,,,Unknown/eMMC,0,Used,Colombo,0
68000.0,Dell,Core i7,7,16.0,,Unknown/eMMC,0,Used,Gampaha,0
58000.0,Asus,Core i5,4,,,Unknown/eMMC,0,Used,Anuradhapura,0
125000.0,HP,Unknown,Unknown,,,Unknown/eMMC,0,Used,Gampaha,0
100000.0,Other,Unknown,Unknown,,,Unknown/eMMC,0,Used,Ampara,0
35999.0,HP,Core i5,Unknown,,,Unknown/eMMC,0,Used,Anuradhapura,0
152000.0,Apple,Unknown,Unknown,128.0,128.0,Unknown/eMMC,0,New,Colombo,1
88000.0,HP,Core i5,8,,,Unknown/eMMC,0,Used,Colombo,1
115500.0,HP,Core i7,Unknown,,,Unknown/eMMC,0,Used,Colombo,1
695000.0,Asus,Core i9,14,6.0,1024.0,Unknown/eMMC,1,Used,Colombo,1
267990.0,Lenovo,Ryzen 5,Unknown,16.0,,Unknown/eMMC,1,New,Colombo,1
148500.0,Dell,Core i7,12,,,Unknown/eMMC,0,Used,Colombo,1
210000.0,Apple,Apple M4,Unknown,,,Unknown/eMMC,0,Used,Galle,0
88000.0,HP,Unknown,8,,,Unknown/eMMC,0,Used,Colombo,1
60000.0,Other,Unknown,Unknown,,,Unknown/eMMC,0,Used,Galle,0
128500.0,Lenovo,Core i7,11,,,Unknown/eMMC,0,Used,Kandy,1
85500.0,Dell,Core i7,8,,,Unknown/eMMC,0,Used,Colombo,1
105500.0,Dell,Core i7,10,,,Unknown/eMMC,0,Used,Kandy,1
28000.0,Samsung,Unknown,Unknown,4.0,,Unknown/eMMC,0,Used,Kurunegala,0
38000.0,Asus,Core i3,Unknown,,,Unknown/eMMC,0,Used,Jaffna,0
52000.0,Dell,Core i3,7,,1024.0,SSD,0,Used,Colombo,0
18500.0,Sony,Unknown,Unknown,,,Unknown/eMMC,0,Used,Kandy,0
93000.0,HP,Core i3,10,,,Unknown/eMMC,0,Used,Gampaha,0
114500.0,HP,Core i7,10,,,Unknown/eMMC,0,Used,Colombo,1
88000.0,HP,Unknown,8,,,Unknown/eMMC,0,Used,Kandy,1
152500.0,Apple,Unknown,Unknown,256.0,256.0,Unknown/eMMC,0,New,Colombo,1
116500.0,Apple,Unknown,Unknown,128.0,128.0,Unknown/eMMC,0,New,Colombo,1
91900.0,Dell,Core i7,10,16.0,512.0,NVMe SSD,0,Used,Batticaloa,0
119500.0,HP,Unknown,11,,,Unknown/eMMC,0,Used,Kandy,1
88000.0,HP,Unknown,8,,,Unknown/eMMC,0,Used,Kandy,1
60000.0,Other,Core i3,11,,,Unknown/eMMC,0,Used,Ampara,0
250000.0,MSI,Unknown,Unknown,,,Unknown/eMMC,0,Used,Gampaha,0
155000.0,Other,Unknown,Unknown,,,Unknown/eMMC,0,Used,Colombo,0
118500.0,Dell,Core i7,11,,,Unknown/eMMC,0,Used,Kandy,1
150000.0,Lenovo,Unknown,Unknown,,,Unknown/eMMC,0,Used,Colombo,0
52000.0,Apple,Unknown,Unknown,,,Unknown/eMMC,0,Used,Colombo,0
33000.0,Other,Core i5,7,,,SSD,0,Used,Anuradhapura,0
130000.0,HP,Core i7,10,16.0,,Unknown/eMMC,0,Used,Colombo,1
169500.0,Dell,Core i7,11,32.0,512.0,NVMe SSD,0,Used,Colombo,1
18500.0,Other,Core i7,2,4.0,128.0,SSD,0,Used,Gampaha,1
92000.0,Dell,Unknown,Unknown,,,Unknown/eMMC,0,Used,Colombo,0
107990.0,Lenovo,Core i7,7,16.0,512.0,SSD,0,Used,Kalutara,1
97990.0,Lenovo,Core i7,8,16.0,256.0,SSD,0,Used,Kalutara,1
127990.0,Lenovo,Core i5,12,16.0,256.0,NVMe SSD,0,Used,Kalutara,1
107990.0,Lenovo,Core i5,10,16.0,512.0,SSD,0,Used,Kalutara,1
77990.0,Lenovo,Core i5,8,8.0,256.0,SSD,0,Used,Kalutara,1
119990.0,Acer,Core i7,11,8.0,512.0,NVMe SSD,0,Used,Kalutara,1
107990.0,Acer,Ryzen 7,11,8.0,256.0,NVMe SSD,0,Used,Kalutara,1
105000.0,Acer,Core i5,8,8.0,128.0,SSD,1,Used,Kalutara,1
137990.0,Asus,Ryzen 5,10,8.0,256.0,NVMe SSD,0,Used,Kalutara,1
237990.0,Asus,Core i7,11,6.0,512.0,Unknown/eMMC,1,Used,Kalutara,1
24500.0,Acer,Core i3,1,,,Unknown/eMMC,0,Used,Trincomalee,0
287990.0,Asus,Core Ultra 7,Unknown,16.0,1024.0,Unknown/eMMC,0,New,Colombo,1
84999.0,Apple,Unknown,Unknown,64.0,,Unknown/eMMC,0,Used,Colombo,0
39000.0,HP,Unknown,Unknown,,,Unknown/eMMC,0,Used,Colombo,0
134000.0,HP,Core i3,Unknown,8.0,256.0,SSD,0,New,Colombo,1
70000.0,Other,Unknown,Unknown,,,Unknown/eMMC,0,Used,Gampaha,0
30500.0,Other,Core i3,2,8.0,128.0,SSD,0,Used,Colombo,1
52000.0,Other,Core i5,Unknown,,,Unknown/eMMC,0,Used,Puttalam,0
56000.0,Lenovo,Core i5,7,8.0,,SSD,0,Used,Colombo,1
268990.0,HP,Core i5,13,,,Unknown/eMMC,1,New,Colombo,1
33000.0,HP,Core i3,6,8.0,128.0,SSD,0,Used,Colombo,1
68000.0,Lenovo,Core i5,8,8.0,,SSD,0,Used,Colombo,1
82000.0,HP,Core i5,8,8.0,256.0,SSD,0,Used,Kandy,0
175000.0,Asus,Core i5,14,8.0,512.0,NVMe SSD,0,New,Colombo,1
628900.0,Apple,Apple M4,Unknown,16.0,512.0,Unknown/eMMC,0,Used,Colombo,1
267990.0,HP,Ryzen 7,Unknown,16.0,,Unknown/eMMC,1,New,Colombo,1
52000.0,Dell,Core i5,6,8.0,256.0,SSD,0,Used,Colombo,1
134999.0,Asus,Core i3,13,8.0,256.0,NVMe SSD,0,New,Colombo,1
195000.0,MSI,Core i5,13,512.0,512.0,SSD,0,Used,Colombo,1
125900.0,Other,Ryzen 5,Unknown,8.0,256.0,NVMe SSD,0,New,Colombo,1
37000.0,Other,Core i5,4,8.0,128.0,SSD,0,Used,Colombo,1
99900.0,Other,Ryzen 5,Unknown,3400.0,256.0,NVMe SSD,0,New,Colombo,1
169990.0,HP,Unknown,14,8.0,512.0,NVMe SSD,0,New,Colombo,1
20500.0,Other,Core i3,3,8.0,,HDD,0,Used,Gampaha,1
165000.0,Apple,Core i9,Unknown,32.0,512.0,Unknown/eMMC,0,Used,Colombo,0
22500.0,Other,Core i5,4,4.0,128.0,SSD,0,New,Colombo,1
188000.0,Other,Ryzen 5,Unknown,8.0,,Unknown/eMMC,1,Used,Hambantota,0
26500.0,Other,Core i5,4,8.0,128.0,SSD,0,Used,Colombo,1
165000.0,Apple,Unknown,Unknown,,,Unknown/eMMC,0,Used,Colombo,0
128000.0,Other,Ryzen 5,Unknown,8.0,256.0,NVMe SSD,0,New,Colombo,1
60000.0,Apple,Unknown,Unknown,,,Unknown/eMMC,0,Used,Colombo,0
13000.0,Other,Core i3,2,,,Unknown/eMMC,0,Used,Gampaha,0
80000.0,Asus,Unknown,Unknown,,,Unknown/eMMC,0,Used,Badulla,0
98500.0,Dell,Core i5,10,8.0,256.0,NVMe SSD,0,Used,Colombo,1
98500.0,Dell,Core i5,10,8.0,256.0,NVMe SSD,0,Used,Colombo,1
98500.0,Dell,Core i5,10,8.0,256.0,NVMe SSD,0,Used,Colombo,1
98500.0,Dell,Core i5,10,8.0,256.0,NVMe SSD,0,Used,Colombo,1
98500.0,Dell,Core i5,10,8.0,256.0,NVMe SSD,0,Used,Colombo,1
83500.0,Dell,Core i7,7,8.0,256.0,NVMe SSD,0,Used,Colombo,1
83500.0,Dell,Core i7,7,8.0,256.0,NVMe SSD,0,Used,Colombo,1
83500.0,Dell,Core i7,7,8.0,256.0,NVMe SSD,0,Used,Colombo,1
83500.0,Dell,Core i7,7,8.0,256.0,NVMe SSD,0,Used,Colombo,1
255000.0,HP,Core i5,13,,,Unknown/eMMC,1,New,Colombo,1
139995.0,Dell,Core i5,11,16.0,256.0,NVMe SSD,0,Used,Colombo,1
29999.0,Other,Core i5,6,,,Unknown/eMMC,0,Used,Kandy,1
29500.0,HP,Core i5,4,8.0,500.0,HDD,0,Used,Colombo,1
55000.0,Other,Unknown,Unknown,,,Unknown/eMMC,0,Used,Colombo,0
29500.0,HP,Core i5,4,8.0,500.0,HDD,0,Used,Colombo,1
99000.0,Other,Unknown,Unknown,,,Unknown/eMMC,0,Used,Kurunegala,0
90000.0,HP,Unknown,Unknown,,,Unknown/eMMC,0,Used,Kandy,0
115500.0,HP,Core i7,8,,,Unknown/eMMC,0,Used,Colombo,1
140500.0,HP,Core i7,11,,,Unknown/eMMC,0,Used,Colombo,1
101000.0,Other,Ryzen 5,Unknown,3400.0,256.0,NVMe SSD,0,New,Colombo,1
150000.0,HP,Core i7,10,,,Unknown/eMMC,0,Used,Colombo,1
105500.0,Dell,Core i7,10,,,Unknown/eMMC,0,Used,Colombo,1
73000.0,Lenovo,Core i5,7,16.0,,SSD,0,Used,Colombo,1
88000.0,Lenovo,Unknown,10,,,Unknown/eMMC,0,Used,Kandy,1
114500.0,HP,Core i7,10,,,Unknown/eMMC,0,Used,Kandy,1
35000.0,Other,Core i3,3,,,Unknown/eMMC,0,Used,Gampaha,0
125000.0,HP,Core i5,12,16.0,256.0,NVMe SSD,0,Used,Colombo,1
113500.0,Dell,Core i5,11,,,Unknown/eMMC,0,Used,Colombo,1
140000.0,Apple,Apple M1,Unknown,,,Unknown/eMMC,0,Used,Gampaha,0
85500.0,Dell,Core i7,8,,,Unknown/eMMC,0,Used,Colombo,1
79990.0,Other,Core i5,8,8.0,256.0,SSD,0,Used,Ratnapura,1
110000.0,Apple,Unknown,Unknown,,,Unknown/eMMC,0,Used,Colombo,0
260000.0,HP,Core i5,13,,,Unknown/eMMC,1,New,Colombo,1
38000.0,Samsung,Core i5,6,8.0,128.0,Unknown/eMMC,0,Used,Colombo,1
32000.0,Other,Core i5,4,,,Unknown/eMMC,0,Used,Puttalam,0
90000.0,Dell,Core i5,11,8.0,256.0,SSD,0,Used,Colombo,1
32000.0,Other,Core i5,6,,,Unknown/eMMC,0,Used,Puttalam,0
79500.0,Lenovo,Ryzen 5,Unknown,,,Unknown/eMMC,0,Used,Colombo,1
439900.0,Apple,Apple M4,Unknown,512.0,512.0,Unknown/eMMC,0,Used,Colombo,1
98900.0,HP,Core i5,11,8.0,256.0,NVMe SSD,0,Used,Colombo,1
22000.0,Dell,Core i7,4,,,Unknown/eMMC,0,Used,Gampaha,0
77990.0,Lenovo,Core i5,8,8.0,256.0,SSD,0,Used,Ratnapura,1
77990.0,HP,Core i5,8,8.0,256.0,SSD,0,Used,Ratnapura,1
28000.0,Samsung,Core i5,4,4.0,500.0,SSD,0,Used,Colombo,1
114500.0,HP,Core i7,10,,,Unknown/eMMC,0,Used,Kandy,1
135500.0,HP,Core i5,13,,,Unknown/eMMC,0,Used,Colombo,1
119500.0,HP,Core i5,11,,,Unknown/eMMC,0,Used,Colombo,1
119500.0,HP,Core i5,10,,,Unknown/eMMC,0,Used,Colombo,1
48000.0,Other,Unknown,12,,,Unknown/eMMC,0,Used,Gampaha,0
77990.0,Dell,Core i5,8,8.0,256.0,SSD,0,Used,Ratnapura,1
28000.0,Other,Core i3,2,,,Unknown/eMMC,0,Used,Puttalam,0
85500.0,Dell,Core i7,8,,,Unknown/eMMC,0,Used,Colombo,1
71999.0,Dell,Core i5,8,8.0,256.0,SSD,0,Used,Kandy,0
389000.0,Lenovo,Core i7,13,,,Unknown/eMMC,1,New,Colombo,1
135500.0,HP,Core i5,13,,,Unknown/eMMC,0,Used,Colombo,1
38000.0,Dell,Core i3,5,,,Unknown/eMMC,0,Used,Ratnapura,0
23900.0,Other,Core i3,4,8.0,128.0,SSD,0,Used,Colombo,1
169000.0,Apple,Apple M1,Unknown,8.0,256.0,SSD,0,Used,Colombo,1
82000.0,Lenovo,Core i5,10,8.0,256.0,NVMe SSD,0,Used,Colombo,1
115500.0,HP,Unknown,Unknown,,,Unknown/eMMC,0,Used,Kandy,1
115000.0,MSI,Unknown,Unknown,,,Unknown/eMMC,0,Used,Colombo,1
80000.0,HP,Core i5,Unknown,,,Unknown/eMMC,0,Used,Colombo,1
86900.0,Lenovo,Core i5,14,8.0,256.0,SSD,0,Used,Kandy,0
166000.0,Lenovo,Core i5,13,16.0,256.0,NVMe SSD,0,Used,Colombo,1
122500.0,Dell,Core i7,11,,,Unknown/eMMC,0,Used,Colombo,1
149990.0,HP,Ryzen 3,13,8.0,512.0,Unknown/eMMC,0,New,Colombo,1
135000.0,Samsung,Unknown,Unknown,5.0,,Unknown/eMMC,0,Used,Kandy,0
159000.0,Asus,Core i5,13,12.0,256.0,SSD,0,New,Colombo,1
109500.0,Lenovo,Core i7,10,16.0,,Unknown/eMMC,1,Used,Colombo,1
109500.0,Other,Core i5,11,512.0,512.0,NVMe SSD,0,Used,Colombo,1
18500.0,Other,Core i3,3,,,Unknown/eMMC,0,Used,Gampaha,1
79500.0,Other,Ryzen 3,Unknown,,,Unknown/eMMC,1,Used,Colombo,1
41680.0,Other,Core i5,6,8.0,500.0,HDD,1,Used,Colombo,1
61190.0,Other,Core i7,4,2.0,128.0,SSD,1,Used,Gampaha,1
97500.0,Other,Core i5,11,,,Unknown/eMMC,1,Used,Colombo,1
120499.0,HP,Core i5,12,,,Unknown/eMMC,0,Used,Colombo,1
23980.0,Other,Core i7,2,8.0,500.0,HDD,0,Used,Colombo,1
92500.0,Other,Ryzen 7,Unknown,16.0,,Unknown/eMMC,1,Used,Colombo,1
28980.0,Other,Core i5,2,8.0,500.0,HDD,0,Used,Colombo,1
59900.0,Other,Core i3,6,8.0,,Unknown/eMMC,0,Used,Gampaha,1
175000.0,Asus,Core i5,14,8.0,512.0,NVMe SSD,0,New,Colombo,1
28900.0,Other,Core i5,Unknown,8.0,,Unknown/eMMC,0,Used,Colombo,1
60000.0,Asus,Core i3,11,,,Unknown/eMMC,0,Used,Colombo,1
33500.0,Other,Core i7,Unknown,8.0,,Unknown/eMMC,0,Used,Colombo,1
68000.0,Acer,Core i3,11,,,Unknown/eMMC,0,Used,Colombo,1
23000.0,Other,Core i7,Unknown,8.0,500.0,HDD,0,Used,Colombo,1
25900.0,Other,Core i5,Unknown,8.0,,Unknown/eMMC,0,Used,Colombo,1
14500.0,Samsung,Unknown,Unknown,,,Unknown/eMMC,0,Used,Colombo,0
40000.0,Lenovo,Core i5,5,4.0,1024.0,HDD,0,Used,Ratnapura,0
45000.0,Other,Core i5,6,,,Unknown/eMMC,0,Used,Colombo,0
48500.0,Other,Core i5,Unknown,,,Unknown/eMMC,0,Used,Kandy,0
22500.0,Other,Unknown,Unknown,,,Unknown/eMMC,0,Used,Nuwara Eliya,0
15900.0,Other,Core i5,Unknown,8.0,,Unknown/eMMC,0,Used,Colombo,1
37900.0,Other,Core i5,4,4.0,,Unknown/eMMC,0,Used,Gampaha,1
133990.0,HP,Core i3,Unknown,8.0,256.0,SSD,0,New,Colombo,1
43990.0,Other,Unknown,Unknown,4.0,128.0,Unknown/eMMC,0,Used,Polonnaruwa,1
68500.0,Asus,Core i7,8,,,Unknown/eMMC,0,Used,Colombo,1
50000.0,Lenovo,Core i5,7,,,Unknown/eMMC,0,Used,Colombo,1
135500.0,HP,Core i5,13,,,Unknown/eMMC,0,Used,Colombo,1
135500.0,HP,Core i5,13,,,Unknown/eMMC,0,Used,Colombo,1
210000.0,Asus,Core i5,13,16.0,,Unknown/eMMC,0,New,Colombo,1
133990.0,HP,Core i3,Unknown,8.0,256.0,SSD,0,New,Colombo,1
21400.0,Other,Core i3,3,8.0,128.0,SSD,0,Used,Colombo,1
32000.0,HP,Pentium,Unknown,,,Unknown/eMMC,0,Used,Colombo,0
42000.0,Other,Unknown,Unknown,,,Unknown/eMMC,0,Used,Colombo,0
149900.0,Apple,Apple M1,Unknown,8.0,256.0,Unknown/eMMC,0,Used,Gampaha,1
45000.0,HP,Unknown,Unknown,,,Unknown/eMMC,0,Used,Colombo,0
289000.0,Acer,Core i5,13,,,Unknown/eMMC,1,New,Colombo,1
55000.0,Other,Core i3,Unknown,,,Unknown/eMMC,0,Used,Colombo,0
28000.0,Lenovo,Unknown,Unknown,,,Unknown/eMMC,0,Used,Kandy,0
179000.0,HP,Core Ultra 5,14,8.0,512.0,Unknown/eMMC,0,New,Colombo,1
18500.0,Samsung,Unknown,Unknown,,,Unknown/eMMC,0,Used,Gampaha,0
25700.0,Other,Core i5,4,8.0,,Unknown/eMMC,0,Used,Gampaha,1
69990.0,Dell,Core i5,8,8.0,256.0,SSD,0,Used,Ratnapura,1
83000.0,HP,Core i5,8,,,Unknown/eMMC,0,Used,Kandy,0
125000.0,HP,Core i5,12,16.0,256.0,NVMe SSD,0,Used,Colombo,1
57990.0,Dell,Core i5,6,8.0,128.0,SSD,0,Used,Ratnapura,1
49990.0,Lenovo,Core i3,Unknown,8.0,256.0,SSD,0,Used,Ratnapura,1
237990.0,Asus,Core i7,11,16.0,512.0,NVMe SSD,1,Used,Ratnapura,1
180000.0,HP,Core Ultra 5,Unknown,512.0,512.0,SSD,0,New,Colombo,1
50000.0,Microsoft,Unknown,Unknown,,,Unknown/eMMC,0,Used,Galle,0
219990.0,HP,Core i5,13,,,Unknown/eMMC,1,New,Colombo,1
387990.0,Asus,Core i9,Unknown,8.0,1024.0,Unknown/eMMC,1,New,Colombo,1
99990.0,HP,Core i5,11,8.0,256.0,NVMe SSD,0,Used,Colombo,1
197990.0,Asus,Ryzen 7,13,4.0,512.0,NVMe SSD,1,Used,Ratnapura,1
18500.0,Other,Core i3,Unknown,,,Unknown/eMMC,0,Used,Gampaha,1
22300.0,Other,Core i5,Unknown,,,Unknown/eMMC,0,Used,Gampaha,1
19800.0,Other,Core i3,4,,,Unknown/eMMC,0,Used,Gampaha,1
144000.0,HP,Core i3,13,8.0,512.0,SSD,0,Used,Colombo,1
88900.0,Dell,Core i7,11,8.0,256.0,SSD,0,Used,Colombo,1
80900.0,Dell,Core i7,11,8.0,256.0,SSD,0,Used,Colombo,1
135500.0,HP,Core i5,13,,,Unknown/eMMC,0,Used,Colombo,1
235000.0,Apple,Apple M2,Unknown,256.0,256.0,Unknown/eMMC,0,Used,Colombo,1
469000.0,Asus,Core i7,14,32.0,1024.0,NVMe SSD,1,Used,Colombo,1
79000.0,Dell,Core i7,10,8.0,256.0,SSD,0,Used,Colombo,1
94000.0,Dell,Core i5,Unknown,8.0,,Unknown/eMMC,0,Used,Colombo,1
159000.0,Asus,Core i5,14,256.0,256.0,NVMe SSD,0,New,Colombo,1
386000.0,Apple,Unknown,Unknown,256.0,256.0,Unknown/eMMC,0,Used,Colombo,1
62000.0,Dell,Core i5,8,8.0,256.0,SSD,0,Used,Colombo,1
326000.0,Apple,Apple M4,Unknown,,,Unknown/eMMC,0,Used,Colombo,1
303000.0,Apple,Apple M3,Unknown,,,Unknown/eMMC,0,Used,Colombo,1
98900.0,HP,Core i7,10,8.0,256.0,NVMe SSD,0,Used,Colombo,1
23000.0,Other,Core i3,4,8.0,128.0,SSD,0,Used,Colombo,1
34500.0,Other,Core i5,2,8.0,128.0,SSD,0,Used,Colombo,1
219000.0,Asus,Core i5,13,,,Unknown/eMMC,0,Used,Colombo,1
346000.0,Acer,Ryzen 7,Unknown,8.0,,Unknown/eMMC,1,New,Colombo,1
86000.0,HP,Core i5,8,8.0,256.0,Unknown/eMMC,0,Used,Colombo,1
215000.0,MSI,Core i5,12,,,Unknown/eMMC,0,Used,Colombo,1
236000.0,HP,Core i5,Unknown,6.0,,Unknown/eMMC,1,Used,Colombo,1
30500.0,Other,Core i3,2,8.0,128.0,SSD,0,Used,Colombo,1
18500.0,Other,Core i7,2,4.0,128.0,SSD,0,Used,Gampaha,1
18500.0,Other,Core i7,2,4.0,128.0,SSD,0,Used,Gampaha,1
440000.0,MSI,Core i7,Unknown,,,Unknown/eMMC,0,Used,Colombo,1
77000.0,Other,Unknown,Unknown,,,Unknown/eMMC,0,Used,Colombo,0
123990.0,Other,Core i5,12,8.0,256.0,NVMe SSD,0,Used,Colombo,1
269000.0,HP,Core i5,13,512.0,512.0,SSD,1,New,Colombo,1
100000.0,HP,Core i5,13,,,Unknown/eMMC,0,Used,Kurunegala,0
496000.0,Apple,Unknown,Unknown,16.0,512.0,Unknown/eMMC,0,Used,Colombo,1
139000.0,Dell,Core i3,14,512.0,512.0,NVMe SSD,0,New,Colombo,1
84000.0,HP,Core i5,7,8.0,256.0,SSD,0,Used,Colombo,1
479000.0,MSI,Core i7,14,8.0,,Unknown/eMMC,1,New,Colombo,1
44500.0,Other,Core i3,6,8.0,128.0,SSD,0,Used,Colombo,1
79500.0,Other,Ryzen 5,Unknown,,,Unknown/eMMC,1,Used,Colombo,1
135500.0,Asus,Core i5,Unknown,,,Unknown/eMMC,0,Used,Colombo,1
60000.0,Other,Unknown,Unknown,,,Unknown/eMMC,0,Used,Colombo,0
55000.0,Asus,Core i3,8,,,Unknown/eMMC,0,Used,Ratnapura,0
39990.0,Other,Unknown,Unknown,4.0,,Unknown/eMMC,0,Used,Colombo,1
159000.0,Asus,Core i5,13,12.0,256.0,SSD,0,New,Colombo,1
87500.0,Dell,Unknown,10,,,Unknown/eMMC,0,Used,Colombo,1
147000.0,Apple,Unknown,Unknown,256.0,256.0,Unknown/eMMC,0,New,Colombo,1
27990.0,Other,Unknown,Unknown,4.0,,Unknown/eMMC,0,Used,Colombo,1
95000.0,Other,Unknown,8,16.0,,Unknown/eMMC,0,Used,Colombo,1
41500.0,Other,Unknown,Unknown,,,Unknown/eMMC,0,Used,Kandy,0
47490.0,Other,Unknown,Unknown,8.0,128.0,Unknown/eMMC,0,Used,Colombo,1
73000.0,Samsung,Unknown,Unknown,4.0,,Unknown/eMMC,0,New,Colombo,1
27000.0,Dell,Unknown,Unknown,,,Unknown/eMMC,0,Used,Ratnapura,0
55000.0,Dell,Core i3,10,,,Unknown/eMMC,0,Used,Colombo,0
289990.0,Asus,Unknown,15,16.0,1024.0,Unknown/eMMC,1,New,Colombo,1
99500.0,HP,Core i5,11,8.0,256.0,NVMe SSD,0,Used,Colombo,1
99990.0,HP,Core i5,11,8.0,256.0,NVMe SSD,0,Used,Colombo,1
119500.0,Lenovo,Ryzen 7,Unknown,512.0,512.0,Unknown/eMMC,1,Used,Colombo,1
110000.0,Samsung,Unknown,Unknown,4.0,,Unknown/eMMC,0,New,Colombo,1
54900.0,HP,Core i5,6,,,Unknown/eMMC,0,Used,Ampara,0
72000.0,Dell,Core i5,8,,,Unknown/eMMC,0,Used,Kandy,0
41990.0,Other,Unknown,Unknown,4.0,128.0,Unknown/eMMC,0,Used,Colombo,1
26400.0,Other,Core i5,3,8.0,128.0,SSD,0,Used,Colombo,1
38000.0,Lenovo,Unknown,Unknown,,,Unknown/eMMC,0,Used,Colombo,0
27490.0,Other,Unknown,Unknown,4.0,,Unknown/eMMC,0,Used,Colombo,1
26500.0,Lenovo,Unknown,Unknown,,,Unknown/eMMC,0,Used,Ratnapura,0
65000.0,Samsung,Unknown,Unknown,3.0,,Unknown/eMMC,0,New,Colombo,1
50500.0,Other,Core i7,6,8.0,128.0,SSD,0,Used,Colombo,1
249000.0,Apple,Apple M3,Unknown,,,Unknown/eMMC,0,Used,Kandy,0
95000.0,Other,Core i5,11,16.0,,Unknown/eMMC,0,Used,Colombo,1
23400.0,Other,Core i5,2,8.0,128.0,SSD,0,Used,Colombo,1
329990.0,Apple,Apple M4,Unknown,256.0,256.0,Unknown/eMMC,0,Used,Colombo,1
129990.0,Samsung,Unknown,Unknown,5.0,128.0,Unknown/eMMC,0,Used,Colombo,1
89990.0,Samsung,Unknown,Unknown,5.0,128.0,Unknown/eMMC,0,Used,Colombo,1
82990.0,Samsung,Unknown,Unknown,5.0,,Unknown/eMMC,0,Used,Colombo,1
168900.0,Asus,Ryzen 5,Unknown,16.0,,Unknown/eMMC,0,New,Colombo,1
139000.0,Dell,Core i3,14,8.0,512.0,SSD,0,New,Colombo,1
276980.0,Samsung,Unknown,Unknown,12.0,256.0,Unknown/eMMC,0,Used,Colombo,1
74990.0,Samsung,Unknown,Unknown,8.0,128.0,Unknown/eMMC,0,Used,Colombo,1
210980.0,Samsung,Unknown,Unknown,12.0,256.0,Unknown/eMMC,0,Used,Colombo,1
46490.0,Samsung,Unknown,Unknown,4.0,,Unknown/eMMC,0,Used,Colombo,1
389990.0,Apple,Unknown,Unknown,256.0,256.0,Unknown/eMMC,0,Used,Colombo,1
139995.0,Dell,Core i5,11,16.0,256.0,NVMe SSD,0,Used,Colombo,1
123990.0,Other,Core i5,12,8.0,256.0,NVMe SSD,0,Used,Colombo,1
206990.0,Asus,Unknown,Unknown,8.0,512.0,Unknown/eMMC,0,New,Colombo,1
59990.0,HP,Core i5,8,4.0,1024.0,HDD,0,Used,Gampaha,1
146000.0,Samsung,Unknown,Unknown,8.0,128.0,Unknown/eMMC,0,Used,Colombo,1
184900.0,Samsung,Unknown,Unknown,12.0,256.0,Unknown/eMMC,0,Used,Colombo,1
186000.0,Apple,Apple M4,Unknown,256.0,256.0,Unknown/eMMC,0,Used,Colombo,1
25000.0,Samsung,Core i5,4,,,Unknown/eMMC,0,Used,Kandy,0
85000.0,Dell,Core i5,11,,,Unknown/eMMC,0,Used,Anuradhapura,0
25000.0,HP,Unknown,Unknown,2.0,,Unknown/eMMC,0,Used,Anuradhapura,0
110000.0,Other,Core i7,4,,,Unknown/eMMC,1,Used,Kurunegala,0
15500.0,Other,Core i3,2,,,Unknown/eMMC,0,Used,Colombo,0
48000.0,Other,Core i5,6,,,Unknown/eMMC,0,Used,Kandy,0
208000.0,Asus,Unknown,14,8.0,512.0,NVMe SSD,0,New,Colombo,1
65000.0,Apple,Unknown,9,64.0,,Unknown/eMMC,0,Used,Kandy,0
57000.0,Dell,Core i5,Unknown,256.0,256.0,NVMe SSD,0,Used,Ratnapura,1
39000.0,Other,Core i5,4,,,Unknown/eMMC,0,Used,Kalutara,0
33500.0,HP,Core i5,6,4.0,500.0,HDD,1,Used,Colombo,1
34990.0,HP,Core i3,6,8.0,128.0,SSD,0,Used,Colombo,1
130000.0,Other,Core i5,Unknown,12.0,,Unknown/eMMC,1,Used,Kandy,0
165000.0,Asus,Core i5,13,8.0,512.0,NVMe SSD,0,Used,Colombo,1
105000.0,HP,Core i7,Unknown,16.0,512.0,SSD,0,Used,Colombo,0
194500.0,MSI,Core i5,Unknown,8.0,512.0,NVMe SSD,0,Used,Colombo,1
78000.0,Dell,Core i5,Unknown,,,Unknown/eMMC,0,Used,Kandy,0
289000.0,Asus,Unknown,15,6.0,512.0,Unknown/eMMC,1,New,Colombo,1
85000.0,Other,Unknown,Unknown,,,Unknown/eMMC,0,Used,Badulla,0
80000.0,Apple,Unknown,Unknown,,,Unknown/eMMC,0,Used,Colombo,0
250000.0,Apple,Apple M3,Unknown,,,Unknown/eMMC,0,Used,Gampaha,0
29999.0,Other,Core i5,6,,,Unknown/eMMC,0,Used,Kandy,1
37900.0,Other,Core i5,4,4.0,,Unknown/eMMC,0,Used,Gampaha,1
29999.0,Other,Core i5,6,,,Unknown/eMMC,0,Used,Kandy,1
80000.0,Apple,Unknown,Unknown,,,Unknown/eMMC,0,Used,Colombo,0
